"Ebbtkh32","When I try to login as a returning player thru google it just kicks me back to the app store. store says it should be compatible but I cant even get to my account. would love to play again now that i have the space on my phone to do so","-","1","Cant access account",3532587524,"https://itunes.apple.com/us/reviews/id165896428",1.93.1,0
"efseaffj","I lost my account  no way to contact anyone to fix.","-","1","No service",3532177595,"https://itunes.apple.com/us/reviews/id164506816",1.99.2,1
"VictoriaNguyen123456789","I think this game is bad because it’s impossible to sign up.Everything says incorrect password or username.","-","1","Bad Game",3532125389,"https://itunes.apple.com/us/reviews/id258350621",1.99.2,1
"Lissapoo","I  can’t play the game in peace without it updating every other day.  It’s getting soooo out of hang and annoying.","-","2","Constant updates",3532106347,"https://itunes.apple.com/us/reviews/id132181777",1.99.2,0
"MANGLE GIRL FOX FAN FNAF","I aboustly am a poke fan this app gives more more information about Pokémon.not only does this game allow you to catch Pokémon but I can finally try to achecive my goal! Have a full evee team!","+","5","POKE-FUN",3532097623,"https://itunes.apple.com/us/reviews/id692160223",1.99.2,0
"Star Fire Heart","This app is amazing  it took me a while to get it to work but now it is working and it’s amazing 😉!  Thank you for your time  have a blessed day 🙏🏻","+","5","Amazing!",3532053134,"https://itunes.apple.com/us/reviews/id422285399",1.99.2,0
"Azeol-2","Please   pretty please add new regions to this game . Especially the unova region because I love oshawott","+","4","Need new regions",3532007453,"https://itunes.apple.com/us/reviews/id601320661",1.99.2,0
"watery whyhem","This game is so fun I feel like I’m an actual Pokémon trainer it’s my #1 favorite game ever","+","5","I LOVE IT SO MUCH!!! 😍😀",3531974235,"https://itunes.apple.com/us/reviews/id608801937",1.99.2,0
"CrysLorr","I love this game! Two things I would greatly appreciate since I play all day everyday would be to be able to put our legendaries into gyms and also to be able to earn more than 50 poke coins a day.","+","4","Love it!",3531894390,"https://itunes.apple.com/us/reviews/id939122109",1.99.2,0
"Mattydesroches1993","Increase the friends list limits. Since You guys added the features that allows to add Facebook friends I’ve maxed on friends and always have to swap out people.   But lately some people are getting but hurt that I delete them and I don’t want anyone to feel left out.   Please increase it to 500 or 1000 instead of 200","+","5","Suggestion",3531877889,"https://itunes.apple.com/us/reviews/id367481267",1.99.2,0
"taoobrien","Mine crashes immediately too. What’s going on?!?!","-","1","New update",3531851494,"https://itunes.apple.com/us/reviews/id119345823",1.99.2,0
"SoCal lowtide","I wish they had more events like once or twice a month (aside from community days) which would give a reason to keep opening Pokémon go instead of bike race","+","5","This is good game",3531800429,"https://itunes.apple.com/us/reviews/id309624368",1.97.2,0
"water bottle fliper campion","Very good game","+","5","Pokemon go",3531789912,"https://itunes.apple.com/us/reviews/id818847874",1.99.2,0
"gfgffggfff","It’s the worst game ever! All I wanted was to wonder around finding Pokémon in minutes. But I’m obviously not going to drive all around place to place any day. 1 star","-","1","Why do you have to walk soooooo far",3531734823,"https://itunes.apple.com/us/reviews/id949509910",1.99.2,0
"rcsully93","Every time I try to log in with my FB or Google account it tells me I need to update the Pogo app but I've already updated it to the most recent version.......","-","1","Log in issue",3531699633,"https://itunes.apple.com/us/reviews/id366371018",1.93.1,0
"billythebaker","Can you put a number of people attending the raid battles near the player? In my area there isn’t a lot of players and I’ll show up to 5 star raids and I’ll wait it out for people to show up but it’s rare that more than 2 people show up but occasionally I get the chance where there’s more than 10. if I saw a number of people attending a raid near me I’d be more than likely to get up and go","+","4","Ideas",3531670176,"https://itunes.apple.com/us/reviews/id783784228",1.99.2,0
"P!nkbearz","I love this game it is super fun and awesome but you can’t play it with out WiFi","+","5","Awesome",3531616399,"https://itunes.apple.com/us/reviews/id692553096",1.99.2,0
"Konnerh","The app is fun and all but for kids who live out in the middle of no where they can’t really enjoy the fun of Pokémon go since they can’t drive to places and they gave no where to go but I think the ultra friend feature for battling will make it where atleast people out there have something to do when they don’t have an incense","-","3","It’s fun but not for kids",3528051603,"https://itunes.apple.com/us/reviews/id340246227",1.99.1,0
"Cotayk","I’m not sure why raids start at 6-7am and there are none that start after 6-7pm. People play the most later in the day  especially after work hours (4-5pm on). This really limits my opportunities to battle in raids and it is frustrating.","-","3","Raid times need to change!!",3528015730,"https://itunes.apple.com/us/reviews/id137300949",1.99.1,0
"yungfuccs","It’s a fun game when it actually works . Half the time it crashes and the other half of the time it gets stuck loading. I.e.  I was walking through a large public university at night and I only could catch one Pokémon or spin one stop Before it would start loading just to attempt to catch another Pokémon and half the time we’re not even allowed to PokéStop so I couldn’t get any rewards from","-","3","Fun when it works",3528010179,"https://itunes.apple.com/us/reviews/id827867233",1.99.1,2
"ieee","Game is fun but going out every other day and finding app won’t run because of another mandatory update is needed ruins process and fun of it.","-","3","Too many updates",3527988626,"https://itunes.apple.com/us/reviews/id13892144",1.99.1,0
"parsa sohrabi","REEEEEEEEEEEEEE","+","5","Ahhhhhh",3527910773,"https://itunes.apple.com/us/reviews/id645462460",1.99.1,0
"ReverseVacuum","Played this game since launch in 2016 and it’s grown into a functional fun title and there’s something new every week!","+","5","Works great now!",3527897781,"https://itunes.apple.com/us/reviews/id949056710",1.99.1,0
"MichealAnn","Such a fun game 😁","+","5","Pokemon Player",3527897495,"https://itunes.apple.com/us/reviews/id35798657",1.99.1,0
"Skullkid for smash","For a while people kept pestering me about getting Pokemon go but games like that never interested me. But once the game had died down I tried it and loved. While I’m not fan of collecting this game makes it feel like you need to catch em all. My only complaint is that the battle system is bland and has zero strategy. Another thing is that there isn't much to do while your waiting for Pokémon to appear.  Other than that great game!","+","5","So fun is addicting",3527872971,"https://itunes.apple.com/us/reviews/id949052250",1.99.1,0
"valmaexx","For some odd reason I cannot get on the app  it is trying to charge my debit card $8.47  and it won’t even let me use the app. I didn’t have this issue a few days ago... someone help?","+","4","Help",3527769511,"https://itunes.apple.com/us/reviews/id949042842",1.99.1,0
"doglover944","I lost a lot of weight","+","5","I love Pokemon go",3527741046,"https://itunes.apple.com/us/reviews/id619669089",1.99.1,0
"She is crazy","The meltan box is working but when I click on the Pokemon and try to throw the ball the ball turns invisible and all you hear is the sound of it hitting the floor but you can still use berries but not balls","-","1","Glitch",3527701198,"https://itunes.apple.com/us/reviews/id451253096",1.99.1,0
"random hooman 123456789","Ok this game is really fun! But I found a problem  I have no friend option in the game! No code no nothing! I’m hoping you could help me😊","+","5","LOVE IT but…",3527699222,"https://itunes.apple.com/us/reviews/id947117310",1.99.1,0
"Neptunite_","I’m trying to catch Meltan  but the poke balls I use keep disappearing in touch  forcing me to miss! Meltan appears bigger than it actually is too  which makes it even harder to catch! I’ve wasted so many poke balls trying to pinpoint where it could actually be standing. Now I have to wait. Week and I barely caught any Meltan. Please fix this! I feel ripped off!","-","3","Pokeball throwing glitch",3527686025,"https://itunes.apple.com/us/reviews/id527638797",1.99.1,0
"Daxtoe","New gym rules are pretty ludicrous. Mac 50 coin pr day cap. Not pr Pokémon  pr day. There is now no reason to defeat gyms (if you battle other teams gym  they get coins). You only get coins when your Pokémon is kicked out of the gym. Be it minimum 500 minutes or 6 months in a gym  you get 50 coins. This update is unintelligent  Niantic! Fix it please. The gameplay quality has gone down significantly!","-","3","OPDATED from 4 stars",3527667858,"https://itunes.apple.com/us/reviews/id193206200",1.99.1,0
"pokemonguyyeah","Too bad if you live in a small town like I do there is 5 poke stops and 1 gym and no Pokémon just pidgy the rat guy and bugs... so lame","-","1","Pokémon.. no",3527665707,"https://itunes.apple.com/us/reviews/id949032771",1.99.1,0
"jonbates2016","When this game first came out it was crazy  Pokémon go was everywhere  then it died for a bit but since they’ve added all the new generations of Pokémon and other cool features I’m back on the train","+","5","Love this app",3527647148,"https://itunes.apple.com/us/reviews/id295326756",1.99.1,0
"ctcvalle12","A little annoyed I can’t retrieve a Pokémon from a gym until it is defeated. This could take several days or weeks in rural areas.","-","2","Gym Behavior",3527635157,"https://itunes.apple.com/us/reviews/id276433448",1.99.1,0
"awesome paid me","I want Pikachu give me a pikachu","+","5","I want a Pikachu",3527628569,"https://itunes.apple.com/us/reviews/id234207295",1.99.1,0
"AnonymousPerson117294629","This game is so great! Even when you run out of pokeballs it is still easy to get more! My only wish is that you could catch all of hem and some of them not have to hatch (ex: pichu). But it’s really fun!","+","4","Great",3527622117,"https://itunes.apple.com/us/reviews/id489946680",1.99.1,0
"Jimmy McFallon","Whenever i do the new trainer battles  it takes about 20 secs for the game to respond to my repeated taps  when by then 2 of my pokemon are knocked out and i have 1 left and its impossible to beat them plz fix this and ill give 5 stars","-","2","Broken trainer battles",3527612429,"https://itunes.apple.com/us/reviews/id630260910",1.99.1,0
"njm4537","Lagging out Constantly loading Can’t click Pokémon Can’t spin poke stops Please fix this update I love the game but there are a lot of bugs in this update","-","1","Bad update",3527543022,"https://itunes.apple.com/us/reviews/id949020360",1.99.1,0
"Bela the Panda reviewer","This is a very good game  and it gets you on your feet.  It is very fun and can become an addicting bonding activity to do with your kids.  It doesn’t require much skill  and your skills will improve as you reach new levels.","+","5","It’s very good",3527543042,"https://itunes.apple.com/us/reviews/id949019787",1.99.1,0
"FoRTTHNNIITTEeew","Fortnite is the best game ever but it has some issues the issue is to subscribe and hit the like button. But otherwise after you do that it’s the best game ever. Let’s go Fortnite!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","+","5","This game is the best",3527485870,"https://itunes.apple.com/us/reviews/id35501451",1.99.1,1
"pik a name","This game adds a lot of feature  which the company takes away without notice. Poor service to their customers. But as long as they are making their millions  why worry about customer satisfaction. Probably why their rating has dropped from a high of 4.7 down to its current 3.9.","-","2","Forgot to tell you...",3527458536,"https://itunes.apple.com/us/reviews/id949010602",1.99.1,0
"ctrqw","Everything is good and terrific but when I challenge my friends to a trainer battle I cannot attack at all and I just am mad because I want some items.","-","3","Good but trainer battles",3527455935,"https://itunes.apple.com/us/reviews/id653796586",1.99.1,0
"fasfasfasfas","Battle mode is super glitchy and rarely works. Friend’s app like like it was seizing and both say waiting for opponent to accept and never load the battle","-","3","New features = new glitches",3527447777,"https://itunes.apple.com/us/reviews/id625537921",1.99.1,0
"Sbbdhxjx","Get invited to an ex raid at 1 in the afternoon on a Thursday that you can’t attend cause it’s at 1pm on a Thursday.","-","1","Horrible",3527406041,"https://itunes.apple.com/us/reviews/id577041589",1.99.1,0
"Nick Godlewski","Me and my family love this game. Everything is perfect in it.","+","5","Great!",3527401444,"https://itunes.apple.com/us/reviews/id630736819",1.99.1,0
"J2Mubet","I makes you a GO getter","+","5","It’s good",3527386834,"https://itunes.apple.com/us/reviews/id172543576",1.99.1,0
"issa.seruh","The only reason i didnt give 5 stars is because you have to update this game basically weekly.","+","4","Constantly having to update",3527361758,"https://itunes.apple.com/us/reviews/id499980966",1.99.1,0
"123777matthewwww","I❤️it so nut","+","5","❤️❤️❤️",3527358528,"https://itunes.apple.com/us/reviews/id923552612",1.99.1,0
"skellyyyyyyyy","Ty for making pogo and keep up the great work","+","5","Best game lol",3527337874,"https://itunes.apple.com/us/reviews/id859263105",1.99.1,0
"HARLEE QUINN","Don’t make updates mandatory and so often. It takes up enough room on my phone as is and it requires WiFi to update it so I miss a day of playing because it didn’t update overnight. Bring back the special item with every week. The game is difficult on its own with trying to get legendaries and regionals. Now it’s only every other week we get a special item?","-","3","Updates",3527324815,"https://itunes.apple.com/us/reviews/id108128927",1.99.1,0
"mediumlee","Have emailed back and forth with “support” and keep getting a copy paste response.","-","1","GPS not found error constantly",3527316177,"https://itunes.apple.com/us/reviews/id706964988",1.99.1,0
"Miyu Suzumaki","I was honestly hoping we’d be able to battle nearby trainers WITHOUT needing some type of code   Also PLEASE give us a chance to buy rare candy in the store...also add more hairstyles  AND we should get EXP for transferring Pokémon! (and when we finish part of a research and hit “claim reward” nothing happens)","-","3","Well...",3527226975,"https://itunes.apple.com/us/reviews/id347311099",1.99.1,0
"Frosty Carr","I’ve been playing Pokémon go since it released back in 2016. I’ve seen how Niantic has mad drastic changes to the game making it more appealing and easier to use. Generally they are pretty good about fixing in game bugs that give others issues. I just wish that on the switch  Pokémon could go both ways not just to the switch and stuck there. I think adding the switch would be an amazing way to get some of those lower level Pokémon way up there in cp. but maybe they’ve anticipated that and think it could wreck the game in some way. Either way this game is awesome. Gave 3 stars because sometimes when it updates I have to completely delete Pokémon go and reinstall it to get it to not crash.","-","3","Nestalgic but buggy",3527190650,"https://itunes.apple.com/us/reviews/id101476195",1.99.1,0
"Kuroyukihime6","Updated review  they have work on improving the random shutdown of the app. For now.  PvP is now live and that is a plus; however  I am not having fun with it. Sinnoh Stone isn’t automation on research breakthrough and adventure sync eggs are no long just gen iv pokemon  but that was a little weird and an easy exploit.","-","3","PvP",3527186395,"https://itunes.apple.com/us/reviews/id4379781",1.99.1,0
"malik papa pieface","First of all I can’t walk  second of all I hate this game 👎 please make the game better.","-","1","It’s bad!!",3527138113,"https://itunes.apple.com/us/reviews/id901843133",1.99.1,1
"fnafkid696","Love it perfect for cellular data play it all the time!","+","5","Nicey",3527090878,"https://itunes.apple.com/us/reviews/id859890914",1.99.1,1
"hdfudixici","4749 2873 4854","+","5","Add me",3527058363,"https://itunes.apple.com/us/reviews/id812708286",1.99.1,2
"ranchdgdvfshjyteds","Niantic has proven time and time again their incompetence as a company with their inability to code cleanly. This game is a train wreck of bugs and it’s only getting worse. Pokémon Go crashes daily. Nothing works as intended and everything is clunky. Try healing a Pokémon with a potion. You can just see the thousands of lines of unnecessary code being run to handle a simple task.","-","1","Abysmal  still",3527020509,"https://itunes.apple.com/us/reviews/id106413425",1.99.1,0
"hasutar","Ingress is better","-","1","Meh",3527007252,"https://itunes.apple.com/us/reviews/id770722292",1.99.1,0
"Ominous Cloud","The new trainer battles in Pokémon go are pretty fun  they are a really good thing to do when there are no good Pokémon around. The only problem is that when someone else challenges you to a battle  you can’t attack for a little bit  and this gives your opponent an advantage. Please fix this problem :(.","-","3","New Trainer battles.",3527007136,"https://itunes.apple.com/us/reviews/id218321294",1.99.1,0
"ADTRRYSTWY","Please make a push notification for battling. Thank you","+","4","New battle system",3526963661,"https://itunes.apple.com/us/reviews/id354689571",1.99.1,0
"K.isensee","Since the recent update the music only is there with earbuds when I have nothing in there’s no sound on the game it’s quiet annoying I checked the settings and it’s all marked on to here the sound!! I even restarted my phone to make sure it wasn’t the issue please fixed these minor issues","-","3",".",3526925850,"https://itunes.apple.com/us/reviews/id430287685",1.99.1,0
"xMoneee","Yeah it’s fun until you have to update 😒🙄 literally every other week","-","2","🙄😒",3526828876,"https://itunes.apple.com/us/reviews/id948941788",1.99.1,0
"Sparky514","Can’t play any more after this update. Won’t open. Goodbye Pokémon friends....","-","1","Crashed",3526823623,"https://itunes.apple.com/us/reviews/id215821672",1.99.1,0
"ya boi jonnnnnn","Be prepared for constant updates and minor pay walls. It updates so often that I can’t keep a daily streak up and with no access to WiFi that gets kinda rough","-","2","Very fun  few complaints",3526814375,"https://itunes.apple.com/us/reviews/id703177826",1.99.1,0
"dimond crazy girl","My friends and I were really excited to be able to play together so we all updated it and I got every new thing except for the friends part and all my friends got it plz help I love this game","-","3","FRIENDS",3526810529,"https://itunes.apple.com/us/reviews/id908863574",1.99.1,0
"J3ffc95","Can’t play because it’s not compatible with iOS v11.3.1 on my 6s. Stupid","-","1","iOS 11.3.1 not compatible!?!?",3526784661,"https://itunes.apple.com/us/reviews/id338400978",1.99.1,0
"battybethann","Well loved it up until now. Latest update downloaded without my consent. Can't get into the game at all. It just freezes up and then boots me out. Guess I can't play anymore.","-","1","Latest upgrade",3526718335,"https://itunes.apple.com/us/reviews/id240307908",1.97.2,0
"melodie the youtuber","Pokémon go is the best game in the world!😆😆😆","+","5","I love this game!!!😍😍😍",3526656308,"https://itunes.apple.com/us/reviews/id713443242",1.99.1,0
"Battery11111","Thanks for adding the new trade and battle features to the game.  But I don’t think it’s necessary to block the minors from doing those with their friends and parents.  The kids really want to get the same experience as the grown up have.  The kids wants to trade and battle with other trainers.  Then they will enjoy more of the game instead of complaining.   They don’t enjoy much the game now!","-","2","Pikachu",3526515539,"https://itunes.apple.com/us/reviews/id180223197",1.99.1,0
"ChaiPlease","I cant log back into my account because the option to sign in with google isnt there anymore.","-","3","Somethings up",3526436668,"https://itunes.apple.com/us/reviews/id468743202",1.99.1,0
"needparentalcontrol","Very upset that my kids still are left out of friends  trading and pvp. They are the reason I started playing the game. They love to go out and hunt and battle with the family. They have been asking to join friends and trade since the feature was released and now play pvp. They have been left out for over a year with out parental control options. I’m now upset that I was truthful with their age on initial account creation because they have been left out of so many touted features. They no longer want to play or they want to start new accounts. Shame they got so far with a kids account that is basically worthless in there eyes.","-","1","No pvp for kids or parental control",3526433231,"https://itunes.apple.com/us/reviews/id170373139",1.99.1,0
"Nicoalas Rafter","After this playing this game for years I finally give up I collect countless flawless cp Pokémon for them to update and turn them into average find along with the fact most of this game requires you to buy corresponding games such as let’s go Pokémon to help you further game is a waste of time as what ever you try to do they find a reason to change it or make it useless within a update or 2","-","1","Update never fail to disappoint",3526375390,"https://itunes.apple.com/us/reviews/id331415795",1.99.1,0
"Will10345","The battling in this game is broken  with it being tapping again. This isn’t even the biggest problem  as the battling doesn’t work in general. Tapping is not registered and just has your Pokémon sitting there taking damage. Niantic needs to work to fix their game  as they’re new great feature does not work.","-","3","Great idea  bad execution",3526231688,"https://itunes.apple.com/us/reviews/id262614008",1.99.1,0
"Tracis516","My entire family loves this game!!!! It is great!!!","+","5","Great Game!!!",3526209903,"https://itunes.apple.com/us/reviews/id223813910",1.99.1,0
"ER BSN RN","Really Niantic  where are all the cubones? I appreciate the special tasks that you provide but do you need to be so stingy with the Pokémon needed to complete the tasks?!","-","2","Let’s Go  Meltan",3526201442,"https://itunes.apple.com/us/reviews/id243850356",1.99.1,0
"my name is Hayden D","I think this game should have a 5.0 star rating. People should really play this more! It is as good as Fortnite LOL XD","+","5","5.0",3526108007,"https://itunes.apple.com/us/reviews/id824375361",1.99.1,0
"FatRobotBlaze","Best app ever!","+","5","Best. App. Ever.",3526095333,"https://itunes.apple.com/us/reviews/id541599408",1.99.1,1
"PhoenixBlaz3","Some reviews are claiming they did a false update and PvP isn’t live  but has they read any of the notes they have put out  they would know it’s rolling out live to the higher leveled players first to make sure everything is stable before fully unleashing it. It is live  just slowly rolling out :)","+","5","Update Confusion",3526089523,"https://itunes.apple.com/us/reviews/id341273968",1.99.1,0
"Shitboy123","I love the game idea but it has a LOT of problems... Like it says that a Pokémon is at this pokestop well... no it wasn’t there not even close to it... Fix this","-","1","It’s bad",3526087235,"https://itunes.apple.com/us/reviews/id261064020",1.99.1,4
"TYL Pumpkinhead","I love this game because it made me and my family motivated to walk so I could get more exercise every day.   Pokémon is a great game   the only one downside is that you can run out of spaces in your Pokémon Inventory and your potions and those   but the game is pretty good so I give it 5/5 stars!😀","+","5","I Love This Game",3526028801,"https://itunes.apple.com/us/reviews/id911644368",1.99.1,0
"dluh1234","i love fortnite! favorite game","+","5","best app",3526014504,"https://itunes.apple.com/us/reviews/id948833470",1.99.1,4
"Jeniel10","In one month I completed the objective and I did not receive any evolution item now they change the system and start the whole thing again without guarantee im getting one  goodbye Pokémon.","-","1","Evolution item",3525982833,"https://itunes.apple.com/us/reviews/id108202113",1.99.1,1
"dragon player93637835:","Please allow Pokémon to mega evolve","+","4","Mega",3525920881,"https://itunes.apple.com/us/reviews/id633805184",1.99.1,1
"Pokegod22","App Has definitely gotten better.","+","5","Adding More Pokemon has made it way better!",3525887366,"https://itunes.apple.com/us/reviews/id359733752",1.99.1,0
"ChrisMenken2324","Why can’t we just battle random people. Seriously? I have to be friends with someone and play with them for over 3 months. You should be able to battle whoever you want","-","3","Battling",3525862829,"https://itunes.apple.com/us/reviews/id547706982",1.99.1,0
"CassandraIA","My kids and I started playing in Feb 2017 and we loved playing this game together. We love traveling and collecting Pokémon when we travel. Earlier this year many features have been introduced that we were very excited about but as they have been introduced they exclude kids from being able to use these features. We were very excited when traiding was going to be available yet my kids accounts are blocked from having friends or traiding. Every other thing introduced is also blocked from my kids accounts like friends  trading  alolan Pokémon and 7 km eggs  lucky Pokémon and even the new player vs player feature. Why would Niantic and The Pokemon Company exclude kids from playing a game that kids helped build the Pokémon empire???  I hope they wake up and fix this soon. So disappointed with this. Parents don’t spend money on this as your kids will only be disappointed.","-","1","Niantic excludes kids from playing this game",3525845558,"https://itunes.apple.com/us/reviews/id17453113",1.99.1,0
"david agolli","i think that in the center of all the citys  you must make a gym with a clock.The clock says the time left for beating mew of mewtwo.This eveniment must be 1 time in every month.Who beats mew or mewtwo can get them in the moment their are geting energy.When they get energy they  must fight to catch him.You must set  in the game more chamanders pichatchus bullbosaurs  squirtels torchicks korfigs golducs ninetailesand and nindroans on Tirana and other citys.Also you must set in the game legendary pokemons like Kyogre Rayquaza Grudon Latias and Latios.Also i think that every time you catch pokemons you must get pokecoins.I think when you see the seetinghs the player tap a pokemon and you automaticly say that how meny meters away is the pokemon that the player taped. Mirupafshim!","+","5","fixing",3525746641,"https://itunes.apple.com/us/reviews/id519540930",1.99.1,0
"Kiwi0913","Hey niantic  great game  12/10 idk if u read the last review and put it in but thanks for putting training back in","+","5","A few flaw (New)",3525725871,"https://itunes.apple.com/us/reviews/id283312837",1.99.1,0
"littlebekah","Pokémon n is a great app because it has a lot of my favorite Pokémon and it’s actually quite addictive I’ve been playing for like five weeks and I already have two Eevee Evolutions and most of my sisters gas in her car is wasted on Pokémon hunting and I’m also aware lots of people got hurt from trespassing car accidents and just in general not being carful so I’m glad they are care about people and put warnings on there app so that you know to stay aware of your surroundings and luckily I’m too young to drive so that’s good I hoped you enjoyed reading my review hope you all have a good day","+","4","Go Pokemon go",3525678936,"https://itunes.apple.com/us/reviews/id938066609",1.99.1,0
"cocaboycola","Local battles are go!! Accomplish filling the dex and take names","+","5","Everything Pokemon is here!!",3525678223,"https://itunes.apple.com/us/reviews/id133085558",1.99.1,0
"light702","Most games don’t change much after they are released. Either people like them or they don’t  but the game stays the same. Pokémon Go is not like most games. They listen to the feedback of the community and are constantly adding features to the game to make it more fun and balanced. Since the game has been released they made it easier to get poke balls  find legendarys  take down gyms  earn coins  and hatch eggs. I strongly encourage anyone who quit the game in its first year to come back and give it a try.","+","5","Constant improvements",3525144687,"https://itunes.apple.com/us/reviews/id948719514",1.99.1,0
"metagranny","I love the game.  But having to deal with the downloads almost makes me want to quit.  I hate being locked out of the game until I can locate a WIFI source. Then it takes me multiple times uploading and then having it bounce me back to upload again.  Seven times tonight!  And after that it no longer lets me use my Pokémon Go Plus unless I set it to Always.  I DO NOT want to have it run continuously in the background!  And after all that I cannot get it to recognize my device anymore!  Arrgh!  I love the game  but I hate the interface!","-","3","Great game  updates are a horror show!",3525123523,"https://itunes.apple.com/us/reviews/id594636403",1.99.1,0
"Hot Uvan","I’ve had unforgettable memories with friends and this game.","+","4","Unique experience!",3525108333,"https://itunes.apple.com/us/reviews/id39622253",1.99.1,0
"ÅlucårdVlådTepes","I love your app thank u so much for putting the option of dyed hair but now one request both men an women hair styles an lengths for both genders but make it where men can wear the girls hair An girls wear the men’s hair it would be awesome and fun","+","4","Hair style maybe length next?",3525107047,"https://itunes.apple.com/us/reviews/id653010955",1.99.1,0
"ZurchTech","This game.. not a lot of glitches and the updates that they put out actually make a difference on gameplay not little stuff .. only thing I wish was on community days it would be more common to find shiny Pokémon","+","4","Almost perfect",3525088291,"https://itunes.apple.com/us/reviews/id464490546",1.99.1,0
"yhghgghfj","Game freezes whenever you swap out a Pokémon during battles.  You should make it so that we can see what trainers are online.","+","4","Trainer Battles",3525085366,"https://itunes.apple.com/us/reviews/id668028209",1.99.1,0
"WillParkinson","The game is boring after a while. Though Niantic does special events on occasion  the game lacks the fun of discovery and your partners only have two abilities each.  They keep making upgrades  So hopefully it will one day be able to stand with the games.  Another issue is the bugs. There are too many crashes and the like  and they need to be fixed.","-","2","It’s okay  but it’s not Pokémon",3525013979,"https://itunes.apple.com/us/reviews/id268729061",1.99.1,0
"nki.vxx","i have been trying and anytime i accept the request it disappears and nothing happens.   we should’ve been able to trade pokémon from a distance not battle -.-","-","1","battling friends doesn’t work",3524986018,"https://itunes.apple.com/us/reviews/id277354650",1.99.1,0
"teadizlle","I wish you could fight wild Pokémon other then that I like it also make popular areas in the hole world safari zones please take this all in to consideration #make Pokémon go grate","+","4","Why I gave this 4 stars",3524959383,"https://itunes.apple.com/us/reviews/id825393031",1.99.1,0
"Trajan Rasheed Woodard","Please fixed the update because that ridiculous you have to be best friends with someone to battle them that’s like meeting new people and you can’t battle them for two and a half months please FIXED","-","1","Regarding update",3524942912,"https://itunes.apple.com/us/reviews/id497910413",1.99.1,0
"Manda727352","Addictive game! I think it’s great!","+","5","Addicted",3524934904,"https://itunes.apple.com/us/reviews/id546276067",1.99.1,0
"itsabbieyoooo","Why do I have to be best friends with someone on there to be able to battle???? It’s stupid and it takes too long to get to that level 🙄🙄🙄🙄🙄","-","1","I hate not being able to battle because my friends aren’t best friends yet",3524898672,"https://itunes.apple.com/us/reviews/id663751274",1.99.1,0
"YourNotBright","Huh","+","5","Huh",3524864598,"https://itunes.apple.com/us/reviews/id948685924",1.99.1,1
"Fatballes","Why would they limit battling to old friends who are “best friends”. That prerequisite for you to be best friends before battling severely limits this feature.","-","1","Battles between trainers",3524853094,"https://itunes.apple.com/us/reviews/id344550789",1.99.1,0
"Jane 7","I love Pokemon Go but you requiring  people to have their credit card information before they can update their game !? Ok - you’re pure garbage. I feel so sorry for all the kids whose parents think this is a scam.  I won’t purchase anything else however  anything else but have fun selling my location data.","-","1","You are trash",3524843947,"https://itunes.apple.com/us/reviews/id170877518",1.99.1,0
"yoma223","Would marry if human it’s so good","+","5","I would marry",3524810967,"https://itunes.apple.com/us/reviews/id932039233",1.99.1,0
"Raw_Beast_23","This update is amazing thank you all so much!!!!!!!","+","5","THANK YOU!!!!!",3524768920,"https://itunes.apple.com/us/reviews/id220629193",1.99.1,0
