"gebby18","Fun game. Difficult on some levels but not too hard that makes you want to throw your phone!","+","4","Enjoyable",3523118063,"https://itunes.apple.com/us/reviews/id35393810",0
"M. Wil","I had played other versions of Candy Crush in the past. I hadn’t played it in a while and decided to download the latest version. They have really added a lot more challenges and fun ways to win! I didn’t think it could be improved upon but I was wrong! This one has been a lot of fun!","+","5","Great Game!",3523087487,"https://itunes.apple.com/us/reviews/id27595748",0
"Sarge1054","Love it!","+","5","Great game",3523085525,"https://itunes.apple.com/us/reviews/id220625404",0
"BabsStar71","Love to play when I need to get my mind off things.","+","4","Fun game!",3523055063,"https://itunes.apple.com/us/reviews/id869828427",0
"LuShort","I love this game! Nearly our entire family plays it  and has somewhat of a competition going. However  my biggest criticism is that on the Daily Booster Wheel  you can NEVER get the Jackpot. It is totally rigged! No one I. Our family has gotten it  and I have gotten to where it should have landed on it and will suddenly stop just before it. Ridiculous! Why even offer a jackpot  if you can’t ever win it?!!","+","4","Favorite Game",3522908982,"https://itunes.apple.com/us/reviews/id404253864",0
"GiataMilan","This might be a fun game if you’d stop aggravating us by making moves FOR US!!!! Cant you let a person think for themselves and move the pieces that they want to? How can anything be fun if it plays for you? I’m done.","-","2","Stop telling us when and where to move!!!!!!",3522732902,"https://itunes.apple.com/us/reviews/id433062897",0
"Hot Coals","I love the game.....it is amazing. I don’t care for the bombs  however!","+","4","Candy crush saga",3522634204,"https://itunes.apple.com/us/reviews/id385672190",0
"its friday!!","I like candy crush I play it everyday it needs to be updated and you never can get jackpot on a spin ever. Sometimes it runs very slow  but it is my favorite game ever. Could be updated every once in a while.Play it everyday. Really enjoy it.❤️","+","5","Candy",3522382269,"https://itunes.apple.com/us/reviews/id563879819",0
"ggregrus54","Love it!","+","5","Love",3522261849,"https://itunes.apple.com/us/reviews/id939989259",0
"atesnana","Just simply fun ams entertaining  Race to the top with family and friends or just play alone all fun !!!","+","5","Candy crush",3522237296,"https://itunes.apple.com/us/reviews/id653917956",0
"blingblingsue","Love to play the game","+","5","it's an amazing game",3521962032,"https://itunes.apple.com/us/reviews/id945931054",0
"Texas grandma50","Lots of great elements to Candy Crush! I really enjoy playing.","+","5","Super fun game",3521915786,"https://itunes.apple.com/us/reviews/id260128147",0
"klocan","Love playing this on my downtime it’s super relaxing and fun!!!! Totally recommend this download.","+","5","Love",3521801942,"https://itunes.apple.com/us/reviews/id664583441",0
"ñehend","Good game so much fun playing it","+","5","5 star",3521722036,"https://itunes.apple.com/us/reviews/id948288555",0
"Mundari","This game it's one of my favorite I like it cause I use my mind a lot as a brain exercise","+","5","Candy crush",3521717641,"https://itunes.apple.com/us/reviews/id559372090",0
"Kassy corona","I love this game I'm addicted","+","5","Best game",3521664957,"https://itunes.apple.com/us/reviews/id355714369",0
"Muy bueno23","Good","+","5","Good",3521568854,"https://itunes.apple.com/us/reviews/id226849855",0
"jak3id","Awesomeness very fun","+","5","Candy crush",3521362189,"https://itunes.apple.com/us/reviews/id228735314",0
"Rarashishkabob","I love this game I have had it on so many different devices. The whole family loves it it’s great I have no complaints","+","5","Best game",3521329572,"https://itunes.apple.com/us/reviews/id825353167",0
"MonicaMarieML","Not a gamer by any means but this game is so addicting and I feel like I’m flexing my brain each time I play!","+","5","So fun",3521307336,"https://itunes.apple.com/us/reviews/id155577140",0
"siyndnie","I LOVE THIS GAME!! Great pass time.","+","5","L O V E",3521122195,"https://itunes.apple.com/us/reviews/id595085244",0
"paper scenes","Great game.  Very entertaining  and somewhat addictive 🤨","+","5","Candy Crush Saga",3520973002,"https://itunes.apple.com/us/reviews/id463129721",0
"M'eMe","Great icebreaker and a way to pass wait time.","+","5","M’eeme",3520933527,"https://itunes.apple.com/us/reviews/id940353186",0
"Creed4292","Great time waster for when you are bored !","-","3","Decent",3520904428,"https://itunes.apple.com/us/reviews/id161361267",0
"Nadia_Sparkle","I used to love this game but they just changed the amount of gold you get when you spend $2.99 by 50% that is ridiculous. It is very disappointing!","-","2","They want your money",3520892337,"https://itunes.apple.com/us/reviews/id665697567",0
"lizethhxO.","Favorite game everrr","+","5","Luv it",3520887929,"https://itunes.apple.com/us/reviews/id43624197",0
"GoldenKing101","Nice game","+","5","Good",3520710974,"https://itunes.apple.com/us/reviews/id916230916",0
"precious69187","Love this game just wish was able to win more lives","+","5","Fun",3520658665,"https://itunes.apple.com/us/reviews/id757170940",0
"~Brian27~","Love this game!","+","5","Love this game!",3520402601,"https://itunes.apple.com/us/reviews/id617156575",0
"bunchie696969","The changes are awesome","+","5","Awesome",3520335938,"https://itunes.apple.com/us/reviews/id357919769",0
"Austin128653","addicting and fun and never too easy","+","5","Awesome game",3520205169,"https://itunes.apple.com/us/reviews/id419262810",0
"Meeeeechele","Love the game. Level 2005 however  not so much. Only 12 moves? Please fix.","-","3","Level 2005",3520100127,"https://itunes.apple.com/us/reviews/id268851100",0
"CatPenguin291","I love Candy Crush who doesn’t. But the game should be less addictive as it is. I played about 20 levels this morning and they were not easy. What I don’t like is that they only sometimes gives you boosts and such when you don’t to bribe you into the game. Something positive I should say is I love how the game is basically telling a story in candy land. The main character Tiff helps animals. I like that the challenges get harder as you go but not too hard that is good so you adapt and don’t notice how much harder they are compared from 80 to 1. And I like the contests because it’s fun to compete with people even if you don’t know them. I am really competitive so of course I do. I hate how they advertise other games by the company in the game because for their own sake people are going to stop playing cause of these adds. The gold bars are great when you have them but unfortunately they go away or spent very quickly that is. Thank you for reading  CatPenguin291 (Padfoot) fellow player.","+","4","Dear Candy Crush ",3520080553,"https://itunes.apple.com/us/reviews/id916156396",0
"Cat020308","Great game","+","5","Thumbs up",3520070690,"https://itunes.apple.com/us/reviews/id773659505",0
"Cpapilot","As you progress  the only way you can beat the level is to sink money into the game. Over 100 times  I’ve gotten to the final block and the one move I need to complete is on the board  but I’m out of moves. So the option is to purchase coins to get an extra move. Don’t spend money on this game!","-","3","Money trap",3519960592,"https://itunes.apple.com/us/reviews/id38378366",0
"LanaeCarroll","I love this game!!","+","5","Excellent",3519886372,"https://itunes.apple.com/us/reviews/id457766653",0
"m@rily","Muy divertido","+","5","Divertido",3519762765,"https://itunes.apple.com/us/reviews/id588307447",0
"SiricX","Absolute fun!","+","5","Great game!",3519642399,"https://itunes.apple.com/us/reviews/id500964822",0
"Delilah1945","So boring!!! Moves so slowly. No excitement. Just ads and slow play.","-","1","Delilah1945",3519509150,"https://itunes.apple.com/us/reviews/id186117225",0
"CR & ZR's Mom","It's impossible to spin a jackpot...although you can hit every other “gift” a million times. Now they’ve upped the price of the packages  made it so you can’t spin to get lives. I used to enjoy this game  but now I feel like they are trying to cheat people. I’m done. It was fun while it lasted but you got greedy.","-","1","Candy Crush A bunch of money grubbers",3518884929,"https://itunes.apple.com/us/reviews/id7775845",0
"Dlp5343","Love it","+","5","Great",3518555606,"https://itunes.apple.com/us/reviews/id141892533",0
"dDonnaO","I am addicted to this game.... the only problem I have is that for the last few weeks every time I get the beanstalk it says 0 minutes to try for free but won’t let me do it.","+","5","One little problem",3518525519,"https://itunes.apple.com/us/reviews/id553851775",0
"Jjla","Every time you see an ad  it’s 30 seconds and the same ad over and over. I can’t deal with it.","-","1","Too aggressive with the ads",3518354209,"https://itunes.apple.com/us/reviews/id42048716",0
"jeodfbwisofmf","When you run out of lives or whatever you have to pay for them using your gold  and you can’t collect gold during the game so you have to pay for it to keep going.","-","3","Costs money",3518336313,"https://itunes.apple.com/us/reviews/id947826730",0
"Henry frome 123456","Amazing. Top 3 game no cap.","+","5","Candy",3518254289,"https://itunes.apple.com/us/reviews/id371069624",0
""name is taken"","2.99 for 30 gold bars... Are you kidding me!!! Thanks for saving me money since I won’t spend another dime on your app!","-","1","Won’t pay for the doubled prices",3518106520,"https://itunes.apple.com/us/reviews/id130535499",0
"102938474756","👍🏼","+","5","Great",3517990508,"https://itunes.apple.com/us/reviews/id235798665",0
"大家白色感觉","good and fun","+","5","good",3517947818,"https://itunes.apple.com/us/reviews/id433936771",0
"Javagirlrocks","I'm hooked! My favorite game.....","+","5","❤️",3517901051,"https://itunes.apple.com/us/reviews/id218382708",0
"CrystalBlue559","Love it","+","5","Love it",3517870225,"https://itunes.apple.com/us/reviews/id945892985",0
"zgossler","Addicting. It’s the crack of the mobile  gaming industry","+","4","Fun",3517782275,"https://itunes.apple.com/us/reviews/id643056703",0
"rocky 626","I’ve spent hours on it!!","+","5","Candy crush is super fun",3517761913,"https://itunes.apple.com/us/reviews/id813136011",0
"sunkissstt","Cute colors","+","5","Fun and fresh",3517755811,"https://itunes.apple.com/us/reviews/id631985157",0
"Juici393","Fav game!!","+","5","💜💜",3517599204,"https://itunes.apple.com/us/reviews/id219397961",0
"chrush crush","I get notified that I can climb the beanstalk free..when I enter it says 00:00 and free  but when I tap to enter  it wants me to buy ...it worked previously  but not now.  Love the game but this has been going on for a week.  Crush","+","4","Bean stalk",3517578093,"https://itunes.apple.com/us/reviews/id299502049",0
"tfizzle29","I love this game so much  I recommend!","+","5","Addicting!",3517550159,"https://itunes.apple.com/us/reviews/id659746862",0
"zxcbnmassfghh","New update crashes","-","2","Crashes",3517437583,"https://itunes.apple.com/us/reviews/id86975398",0
"QueeenJessss","i love this game. it makes me think twice before i make a move.","+","5","addicting and entertaining",3517406222,"https://itunes.apple.com/us/reviews/id538564404",0
"hhhhhhalimaaaaaa","cool","+","5","nice",3517368171,"https://itunes.apple.com/us/reviews/id655752189",0
"llisanag","This game seriously is endless of the things it can do! Never gets old!","+","5","Engaging",3517284131,"https://itunes.apple.com/us/reviews/id569678999",0
"Blondebitches","I loveeee candy crush. I just wish that special unlimited upgrades that last for a certain amount of hours would only be counting the time down while the app is open and not when the app is closed.","+","5","Wish one thing was changed",3517189833,"https://itunes.apple.com/us/reviews/id142183856",0
"Jackson223 81","Awesome","+","5","Awesome",3517170027,"https://itunes.apple.com/us/reviews/id388843986",0
"Bearpeach","Very very great game it’s fun makes me happy","+","5","Game",3517153058,"https://itunes.apple.com/us/reviews/id318714934",0
"Weski01","Love this game and play it a lot. Thank heavens for those boosters though!","+","4","Addictive",3516924523,"https://itunes.apple.com/us/reviews/id453030450",0
"@puto.com","Super good","+","5","Awesome",3516715476,"https://itunes.apple.com/us/reviews/id947661611",0
"Nibholas","It’s a very addictive game and easy to lose track of time on","+","5","Love this game",3516524188,"https://itunes.apple.com/us/reviews/id599661414",0
"jbetty225","Please.","+","5","Fun",3516102627,"https://itunes.apple.com/us/reviews/id38973295",0
"Bibleguy10","Great game to help with brain activity and problem solving.","+","5","Great game",3515999689,"https://itunes.apple.com/us/reviews/id153767900",0
"nai🤟🏾","I love the game","+","5","Terrific",3515789004,"https://itunes.apple.com/us/reviews/id783849645",0
"Sheidami84","Very gooood game","+","5","❤️❤️",3515292692,"https://itunes.apple.com/us/reviews/id510610551",0
"clashah10","I love the game  same time I dislike the fact that is addictive  but also helps my brain .","+","5","Addictive",3514880423,"https://itunes.apple.com/us/reviews/id43944961",0
"Whipper1999","Jolly tucking goof","+","5","Yeet",3514261672,"https://itunes.apple.com/us/reviews/id187052684",0
"tee9000","Love this game","+","5","Love it",3513899271,"https://itunes.apple.com/us/reviews/id154296942",0
"Ttttttttttttttttttttttt250000","Fun to play","+","5","Like",3513896016,"https://itunes.apple.com/us/reviews/id223500813",0
"TrinaSoloveit","It’s a bad addiction lol I love candy crush","+","5","Love it",3513742273,"https://itunes.apple.com/us/reviews/id334199288",0
"zzzzaaaagghgghghhk","So fun","+","5","Addicting",3513707230,"https://itunes.apple.com/us/reviews/id265352754",0
"annagram42","Great","+","5","Fun",3513663713,"https://itunes.apple.com/us/reviews/id801913935",0
"Tnt5fourty","Very addicting!","+","5","Addicting!",3513596487,"https://itunes.apple.com/us/reviews/id752630272",0
"jmason564","This is a game that passes the time","+","5","Review",3513552471,"https://itunes.apple.com/us/reviews/id893254584",0
"trace4143","I love this game! I play every day. However Ive been aggravated by something that seems to happen all the time. When the goal is to break things and it’s more than. One thing  the game doesn’t give you the pieces to reach the goal. I’m in level 19?? And I’m supposed to knock all the blocks  all the black blocks and chocolate. I’m able to break both blocks but the game doesn’t give me the chocolate to break and I lose all my lives trying to beat the level. Needs to be improved!!!","+","5","Ticking me off",3513506765,"https://itunes.apple.com/us/reviews/id565271949",0
"Megannanan","Great game.","+","5","A+",3513299528,"https://itunes.apple.com/us/reviews/id395435269",0
"Bp guns","fun","+","5","fun",3513190560,"https://itunes.apple.com/us/reviews/id180213083",0
"Cayden0726","You used to be able to cash out the piggy bank at 60 bars for $2.99 and now it cost the same price to cash out for 30 bars. Complete rip off  please change it back.","+","4","Why did you change the piggy bank?",3513179169,"https://itunes.apple.com/us/reviews/id130597758",0
"Shakers🐘","Great game","+","5","Yay",3513097964,"https://itunes.apple.com/us/reviews/id444971949",0
"💜Tatianna💜","I love this game","+","5","Candy Crush",3513089413,"https://itunes.apple.com/us/reviews/id545471982",0
"Joliverio1","I purchase 5 extra moves that come along with 2 hours infinite lives  however after the purchase it does not work!!! Even if it shows infinite lives  the game ask you to wait 20 something minutes to get a live! My money was stolen!!!rerturri","-","1","The game is cheating and taking your money",3512963082,"https://itunes.apple.com/us/reviews/id223265773",0
"~Magie~","For years this has been my go to for those times you need something to fill your time. Just as fun as always and fun boosters!!","+","5","Always fun!",3512901737,"https://itunes.apple.com/us/reviews/id6083632",0
"Pritsyv","I play every day all day. Until I run outta lives such a great game","+","5","I'm addicted",3512875066,"https://itunes.apple.com/us/reviews/id498938722",0
"Kaniya chiles🎊🎉","It’s a really good game 🥰","+","5","Candy crush",3512745316,"https://itunes.apple.com/us/reviews/id417096693",0
"djcruz312","Dear candy crush                                                                                    Your game is SOOOOO cool!!!I mean I’m so addicted and with my mom’s help I’m already on level 36 and they were so creative and colorful and the candies looks so good I just want to eat it my favorite candies problem with the red one and the Purple one I mean the brightness and I just have one question are the huber you have to break ice or Jelly?Anyways the creativeness that you put in the game and all the detail is really really cool you’ve worked hard thank you for making this game!!!!!!","+","5","Best game EVER!!!",3512729220,"https://itunes.apple.com/us/reviews/id246532786",0
"bruh gurl","Some levels are super hard. But I love it!!","+","5","I love it",3512711005,"https://itunes.apple.com/us/reviews/id520034686",0
"Santiago Pilgrim","I like playing the game but I resent that extras cost more than they did. I used to treat myself to one a week or if I'm on a long trip  but now my (frivolous) spending doesn't go as far as it did. Why treat your customers this way except to be greedy?","-","3","Greed Downgrade",3512094690,"https://itunes.apple.com/us/reviews/id143064583",0
"Shadeyaka","Prefect stress reliever","+","5","Candy Crush",3511782255,"https://itunes.apple.com/us/reviews/id143746941",0
"Rachel2sweet:)","I love this game. Don’t download the game and start playing unless you want to get highly addicted to it.","+","5","Love",3511525819,"https://itunes.apple.com/us/reviews/id178013252",0
"kiddingme1971","It's fun but I'm not paying any money to advance. I'll keep playing one level until I complete it or get frustrated and delete it. I do not like the buddy system - it should be an option or a way to decline. I have deleted the game 6 times and will continue to do so or find something else to play. Remove that buddy system please","+","4","Fun but",3511159228,"https://itunes.apple.com/us/reviews/id41670409",0
"Monie mom","I enjoy playing this game  a perfect way to relaxing and relieve stress. The levels are not to complicated and the rewards are great","+","5","Relax with candy",3510552486,"https://itunes.apple.com/us/reviews/id485970218",0
"rosiedesimom","Fun","+","5","Fun",3510485122,"https://itunes.apple.com/us/reviews/id655682322",0
"samleexo16","I'm so obsessed with this game.","+","5","Amazing",3510100119,"https://itunes.apple.com/us/reviews/id133502050",0
"whyisanickneneeded?","The latest price increase for in app purchases is absurd. Seems very greedy.","-","1","Absurd Price Increase",3509949055,"https://itunes.apple.com/us/reviews/id22179148",0
"JLHardy","Fun entertainihg","+","5","Great",3509921216,"https://itunes.apple.com/us/reviews/id284294276",0
"Sdancer500","10/10","+","5","Great",3509918506,"https://itunes.apple.com/us/reviews/id481863939",0
"Sk8erWeav","Fun!!!!!!!","+","5","Sick!!!!!",3509859435,"https://itunes.apple.com/us/reviews/id541701451",0
"yayapiyaa","Game is awesome","+","5","Love it",3509539595,"https://itunes.apple.com/us/reviews/id599519322",0
"️Ev","This game is AWESOME!!!!!!","+","5","Candy crush saga",3508989451,"https://itunes.apple.com/us/reviews/id243113413",0
"gixele17","Addictive and very good  just wish it didn’t have lives. Kind of a turn off for me  but overall a good well made app. Fun for everyone :)","+","4","Great game :)",3508810805,"https://itunes.apple.com/us/reviews/id946680814",0
"kkkbbvcc","🤓","+","5","Jlowe98",3508805997,"https://itunes.apple.com/us/reviews/id251661129",0
"Chill_its_emmalee","no bugs  real real good.","+","5","great app",3508715915,"https://itunes.apple.com/us/reviews/id403387637",0
"Danielle Clark","fun game","+","5","love it",3508559279,"https://itunes.apple.com/us/reviews/id457319832",0
"Jenn Soma","I know everybody might hate waiting for the lives to be full but overall it’s a really addictive game.","+","5","Great game!",3508491830,"https://itunes.apple.com/us/reviews/id483978026",0
"angleshell","I enjoy this been tremendously helps me occupy downtime and it’s A lot of fun","+","5","Helps occupy",3508346587,"https://itunes.apple.com/us/reviews/id537979533",0
"Long time Verizon customer","They keep lowering the number of gold bars you can collect from your winnings and still charge you the same amount. First it was 100 for $2.99  then 50 for the same price and now 30. Some of the levels almost force you to have the gold bars for extra moves just to get to another level.","-","2","A little dishonest",3507658647,"https://itunes.apple.com/us/reviews/id178053404",0
"Mel13 :)","I honestly used to think that it was a waste of time game but now I’m completely addicted!!","+","5","Candy Crush",3507303610,"https://itunes.apple.com/us/reviews/id129285990",0
"nicenada1","I love this game","+","5","About candy crash",3507103446,"https://itunes.apple.com/us/reviews/id265610883",0
"Detente4203","I have never been able to win the jackpot on the spinning wheel? That really takes some of the fun out of the game!","+","4","Only one thing",3506440220,"https://itunes.apple.com/us/reviews/id180801126",0
"cc145273910388$","I play all day every day. Super addicting  yet  gratifying!","+","5","Super addicting!",3506425189,"https://itunes.apple.com/us/reviews/id48758814",0
"epresser","Love it! So addicting.","+","4","So much fun.",3506302110,"https://itunes.apple.com/us/reviews/id14336591",0
"liv1359","i love candy crush so much. but when the candies have a certain amount of time out of moves to explode  it gets really annoying. but i really like candy crush  other than the fact that the way each level works can get extremely annoying  4/5 stars!!! definitely recommend!!","+","4","great  but needs improvment",3505976746,"https://itunes.apple.com/us/reviews/id557274452",0
"khordel","Fav game","+","5","Fav game",3505957867,"https://itunes.apple.com/us/reviews/id488285910",0
"evaris07","Good","+","5","Good",3505932173,"https://itunes.apple.com/us/reviews/id723314008",0
"sherron194","I love this game!","+","5","Candy Crush",3505866453,"https://itunes.apple.com/us/reviews/id370991500",0
"Yogii-93","I recently start to Re play Candy Crush again   I fell like it change a lot since I played last but for the best. Enjoy playing but see myself playing a lot longer","+","4","Candy Crush",3505833850,"https://itunes.apple.com/us/reviews/id342593851",0
"Eduarda21","I love this game ☺️☺️☺️☺️","+","5","😊",3505808502,"https://itunes.apple.com/us/reviews/id372589982",0
"Wellmyothernicknamewastaken","First off the game is not a bad game it can be fun. Some levels are easier than others but it can be quite simple which is not bad. However  there are WAY to many in game pop ups that happen after each level or just getting into the app. You have to go through at least 5 things whether it’d be closing or pressing the okay button. Some of the pop ups you have to wait for them to load or go through a little story. At first this way okay but when you just want to play the levels back to back it takes up to much time. I just want to play the game not exit or wait for some little animal to eat it’s food.","-","2","Way to many in game pop ups",3505558477,"https://itunes.apple.com/us/reviews/id289297148",0
"Step-mamma1","The cost of piggy bank and other boosters significantly increased. I’ll play the game  but won’t pay for boosters anymore. Seems greedy.","-","2","Price doubled for boosters",3505441018,"https://itunes.apple.com/us/reviews/id118475034",0
"Bellymer","Fun game I’ve enjoyed for years!","+","4","Fun Game",3505398115,"https://itunes.apple.com/us/reviews/id29482622",0
"LiamBagnell","Amazing","+","5","Cool",3505379474,"https://itunes.apple.com/us/reviews/id434586680",0
"Judge CCW","I just recently started playing this game. It is very addictive and on the higher levels it is very challenging. I really enjoyed playing it. However  what I don’t like is the limitation you have to play for free. I don’t like how you have to pay to continue the game if you lose on a level. Is there a version that you can play without being hit up for more and more money???","+","4","Great game  but.....",3505368770,"https://itunes.apple.com/us/reviews/id267736567",0
"hhhhhhalimaaaaaa","cool","+","5","nice",3517368171,"https://itunes.apple.com/us/reviews/id655752189",0
"Dama247","Total stress reliever","+","5","Love this game",3517331253,"https://itunes.apple.com/us/reviews/id452008358",0
"Bfggfndfg","The only way to win this game is to spend money.  Save your money for more important things!","-","1","Don’t get",3517322208,"https://itunes.apple.com/us/reviews/id30359096",0
"llisanag","This game seriously is endless of the things it can do! Never gets old!","+","5","Engaging",3517284131,"https://itunes.apple.com/us/reviews/id569678999",0
"Papidae","I love it","+","5","I love it",3517197203,"https://itunes.apple.com/us/reviews/id274467044",0
"Blondebitches","I loveeee candy crush. I just wish that special unlimited upgrades that last for a certain amount of hours would only be counting the time down while the app is open and not when the app is closed.","+","5","Wish one thing was changed",3517189833,"https://itunes.apple.com/us/reviews/id142183856",0
"Jackson223 81","Awesome","+","5","Awesome",3517170027,"https://itunes.apple.com/us/reviews/id388843986",0
"Bearpeach","Very very great game it’s fun makes me happy","+","5","Game",3517153058,"https://itunes.apple.com/us/reviews/id318714934",0
"Appleiphoneuser.","Not a bad game. Just don’t like that it’s rigged","+","5","Game is rigged",3517137640,"https://itunes.apple.com/us/reviews/id249104181",0
"apprilllll","Play this all the time and it's worth it","+","5","Love this game",3517127635,"https://itunes.apple.com/us/reviews/id244643765",0
"Rubyxcyube","Great stress relief","+","5","Stress reliever",3517101226,"https://itunes.apple.com/us/reviews/id511269713",0
"katalley999","Hours filled with challenges.","+","5","Great game",3517037746,"https://itunes.apple.com/us/reviews/id482386439",0
"Thrdsun","Super fun and addictive  but sometimes harder than it needs to be!","+","4","Very addictive",3517003617,"https://itunes.apple.com/us/reviews/id409024563",0
"Weski01","Love this game and play it a lot. Thank heavens for those boosters though!","+","4","Addictive",3516924523,"https://itunes.apple.com/us/reviews/id453030450",0
"Tier175","Soooo addictive.....soooo fun","+","5","Candy Crush",3516903034,"https://itunes.apple.com/us/reviews/id49439430",0
"Kaka27e40","Great game very addictive!!!!!","+","5","Great",3516873513,"https://itunes.apple.com/us/reviews/id403087541",0
"hletoya","Love this game a huge fan of it","+","5","Love",3516720480,"https://itunes.apple.com/us/reviews/id947662311",0
"@puto.com","Super good","+","5","Awesome",3516715476,"https://itunes.apple.com/us/reviews/id947661611",0
"leegigs","I love this game!  That being said I feel that lowering the piggy bank max from 100 to 60 and now 30 is a bit cheeky because the price didn’t go down.","+","4","Piggy Bank",3516710471,"https://itunes.apple.com/us/reviews/id28694708",0
"Liam&ViMommy","Love this game so fun !!!","+","5","Fun",3516672715,"https://itunes.apple.com/us/reviews/id380132754",0
"Nipplman7045","Yes","+","5","Lit",3516659718,"https://itunes.apple.com/us/reviews/id486303711",0
"Nibholas","It’s a very addictive game and easy to lose track of time on","+","5","Love this game",3516524188,"https://itunes.apple.com/us/reviews/id599661414",0
"Kbraven52","Fun game","+","5","Great",3516338702,"https://itunes.apple.com/us/reviews/id231600376",0
"jbetty225","Please.","+","5","Fun",3516102627,"https://itunes.apple.com/us/reviews/id38973295",0
"Bibleguy10","Great game to help with brain activity and problem solving.","+","5","Great game",3515999689,"https://itunes.apple.com/us/reviews/id153767900",0
"Bigal1937","I used to buy the piggy bank once a week  when you could collect 60 gold bars. Suddenly it was changed to only 30 for the same price. So I have to downgrade to 3 stars for greed. 😡","-","3","Piggy bank",3515949097,"https://itunes.apple.com/us/reviews/id86376722",0
"Brovoskywalker","I’m doing this so I can receive my free candy boost!!!!","+","5","#nolife",3515900582,"https://itunes.apple.com/us/reviews/id40717257",0
"nai🤟🏾","I love the game","+","5","Terrific",3515789004,"https://itunes.apple.com/us/reviews/id783849645",0
"Sheidami84","Very gooood game","+","5","❤️❤️",3515292692,"https://itunes.apple.com/us/reviews/id510610551",0
"donwecnomo2","This game is really addictive and it’s a must for me to meet the daily challenge. My kind of excitement  good for all ages 🤪😇","+","5","Candy crush saga",3514898037,"https://itunes.apple.com/us/reviews/id538097562",0
"clashah10","I love the game  same time I dislike the fact that is addictive  but also helps my brain .","+","5","Addictive",3514880423,"https://itunes.apple.com/us/reviews/id43944961",0
"idfkfuck","Ftvbbybtb","+","5","Vehicle",3514759894,"https://itunes.apple.com/us/reviews/id941748158",0
"YA Momma13","It’s addicting","+","5","Rate",3514456074,"https://itunes.apple.com/us/reviews/id947353824",0
"kaylaluv21","I love this game! So addicting","+","5","❤️",3514345457,"https://itunes.apple.com/us/reviews/id760220250",0
"Whipper1999","Jolly tucking goof","+","5","Yeet",3514261672,"https://itunes.apple.com/us/reviews/id187052684",0
"Nisot007","Was great until they got greedy. $2.99 for half the amount of gold bars!? Diabolical.","-","2","Got greedy",3514040185,"https://itunes.apple.com/us/reviews/id152213846",0
"Gghfdryijh","So many levels allows endless fun!!!","+","5","Always fun",3514005249,"https://itunes.apple.com/us/reviews/id146146490",0
"Lolahasjj","Great game. Keeps me entertained!","+","5","Gamer",3513983944,"https://itunes.apple.com/us/reviews/id347336120",0
"tee9000","Love this game","+","5","Love it",3513899271,"https://itunes.apple.com/us/reviews/id154296942",0
"Ttttttttttttttttttttttt250000","Fun to play","+","5","Like",3513896016,"https://itunes.apple.com/us/reviews/id223500813",0
"Poopopopoetuo","Lots of fun to play!!","+","4","Fun and addicting",3513882008,"https://itunes.apple.com/us/reviews/id33391189",0
"TrinaSoloveit","It’s a bad addiction lol I love candy crush","+","5","Love it",3513742273,"https://itunes.apple.com/us/reviews/id334199288",0
"zzzzaaaagghgghghhk","So fun","+","5","Addicting",3513707230,"https://itunes.apple.com/us/reviews/id265352754",0
"annagram42","Great","+","5","Fun",3513663713,"https://itunes.apple.com/us/reviews/id801913935",0
"luv1245940","It’s so great I feel smart","+","5","Addicted",3513657187,"https://itunes.apple.com/us/reviews/id420616867",0
"Imtam","Can’t win jackpot on spins.  No place to collect gold bars unless purchase.","-","2","Not all it’s cracked up to be.",3513648723,"https://itunes.apple.com/us/reviews/id36832571",0
"Truk lion","Really fun","+","5","Nice",3513624083,"https://itunes.apple.com/us/reviews/id120828048",0
"Tnt5fourty","Very addicting!","+","5","Addicting!",3513596487,"https://itunes.apple.com/us/reviews/id752630272",0
"jmason564","This is a game that passes the time","+","5","Review",3513552471,"https://itunes.apple.com/us/reviews/id893254584",0
"Anna the Golfer","I did this review to get three color bombs","+","5","Fun",3513550807,"https://itunes.apple.com/us/reviews/id307723319",0
"Stragazrob1","Love the game and the challenges that change as you rank up. I look forward to playing this game at the end of the day. For me personally it is a wonderful way to relax. Yummy graphics  wonderful colorful characters just get better as you play. Highly recommend this game.","+","5","Candy Crush",3497873813,"https://itunes.apple.com/us/reviews/id437882098",1
"12256363","Gshs","+","5","Hssh",3497848757,"https://itunes.apple.com/us/reviews/id132069909",0
"F-Ace","Hard but fun.","+","4","Hard",3497788326,"https://itunes.apple.com/us/reviews/id101105275",0
"Alligator-coco","I’m having to much fun","+","5","Alligator-coco",3497706060,"https://itunes.apple.com/us/reviews/id871595010",1
"stonegrit","Lots of fun","+","5","Review",3497593939,"https://itunes.apple.com/us/reviews/id576683812",0
"Amynrt","Fun to kill time","+","4","A",3497492262,"https://itunes.apple.com/us/reviews/id429899615",0
"Dahl99ia","fun","+","5","fun",3497307646,"https://itunes.apple.com/us/reviews/id204527817",0
"Tommiegirl75","Just one word...... FUN!","+","5","Fun!",3497271567,"https://itunes.apple.com/us/reviews/id326451461",0
"Moonracooli","Entertaining and relaxing","+","4","Awesome",3497192018,"https://itunes.apple.com/us/reviews/id467380443",0
"Isa0211","It’s a great game to just relax and unwind. I love it!","+","5","Awesome Game!!!",3497120840,"https://itunes.apple.com/us/reviews/id518305841",0
"TrippyGirl","Good time killer not taxing on the brain","+","5","Good way to the pass the time",3497081064,"https://itunes.apple.com/us/reviews/id49700683",0
